Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00+01:00,58.46608059180225,59.077611577578736,57.724831447611784,58.63286209106445,1555,0.0,0.0
2024-01-03 00:00:00+01:00,58.86450119547213,58.89230046768951,57.35420720655258,57.59511184692383,1321,0.0,0.0
2024-01-04 00:00:00+01:00,57.25228457697705,58.44755077581235,57.25228457697705,57.93793869018555,772,0.0,0.0
2024-01-05 00:00:00+01:00,57.34494160943035,58.02133168112673,57.252286790945,57.96574020385742,390,0.0,0.0
2024-01-08 00:00:00+01:00,57.928675477096746,58.85523777800766,57.91014380693197,58.80891036987305,401,0.0,0.0
2024-01-09 00:00:00+01:00,59.99490808886151,59.99490808886151,58.76257855045002,59.763267517089844,1382,0.0,0.0
2024-01-10 00:00:00+01:00,59.13320757462897,59.13320757462897,58.373426747348496,58.43828582763672,1053,0.0,0.0
2024-01-11 00:00:00+01:00,59.13320640914369,59.13320640914369,57.77115868082662,57.81748962402344,733,0.0,0.0
2024-01-12 00:00:00+01:00,57.42833128367367,57.798957619778996,56.70561381627844,57.02064514160156,2558,0.0,0.0
2024-01-15 00:00:00+01:00,56.7982704573923,57.1503651345462,56.46470745109438,57.029911041259766,2558,0.0,0.0
2024-01-16 00:00:00+01:00,56.70561489243984,56.87239639339695,56.24233373079336,56.88166046142578,1387,0.0,0.0
2024-01-17 00:00:00+01:00,55.89023966233475,55.89023966233475,54.89881824846027,55.13045883178711,2110,0.0,0.0
2024-01-18 00:00:00+01:00,54.88028621630871,55.5659438936458,54.88028621630871,55.037803649902344,1529,0.0,0.0
2024-01-19 00:00:00+01:00,55.59373898168425,55.640066390591365,54.90808131237272,54.94514465332031,1385,0.0,0.0
2024-01-22 00:00:00+01:00,55.473284890881935,55.473284890881935,54.935880585360785,54.94514465332031,202,0.0,0.0
2024-01-25 00:00:00+01:00,55.72345487732683,55.72345487732683,55.213846330935944,55.58447265625,1175,0.0,0.0
2024-01-26 00:00:00+01:00,55.50108397196722,56.73341001049849,55.50108397196722,56.7519416809082,2072,0.0,0.0
2024-01-29 00:00:00+01:00,56.872396551692795,57.159628610598034,56.52956594624076,57.28008270263672,839,0.0,0.0
2024-01-30 00:00:00+01:00,58.373426335711756,58.373426335711756,56.50177001953125,56.50177001953125,2915,0.0,0.0
2024-01-31 00:00:00+01:00,57.697035547282084,58.45681635976375,57.697035547282084,58.234439849853516,1942,0.0,0.0
2024-02-01 00:00:00+01:00,58.33636356138636,58.901567149308775,58.33636356138636,58.836708068847656,1218,0.0,0.0
2024-02-02 00:00:00+01:00,58.82744283849928,60.319205194187525,58.82744283849928,59.75400161743164,3981,0.0,0.0
2024-02-05 00:00:00+01:00,62.079675302509955,62.079675302509955,58.6884573602028,58.669925689697266,1727,0.0,0.0
2024-02-06 00:00:00+01:00,58.864502120321866,59.40190995394259,58.744051565521104,59.26292419433594,1065,0.0,0.0
2024-02-07 00:00:00+01:00,59.670615014233974,60.3192058126816,59.48529830817071,59.46677017211914,790,0.0,0.0
2024-02-08 00:00:00+01:00,59.66134552996398,60.33773911482012,58.36416043942655,60.198753356933594,2921,0.0,0.0
2024-02-09 00:00:00+01:00,58.15104810543278,60.61570366987108,58.15104810543278,60.25434494018555,2333,0.0,0.0
2024-02-12 00:00:00+01:00,60.523051646131506,61.153114318847656,60.523051646131506,61.153114318847656,2239,0.0,0.0
2024-02-13 00:00:00+01:00,60.782485854902646,61.53300612969683,60.50452140459058,60.72689437866211,1570,0.0,0.0
2024-02-14 00:00:00+01:00,60.411858190241865,60.82881546020508,60.411858190241865,60.82881546020508,146,0.0,0.0
2024-02-15 00:00:00+01:00,61.616392362811894,62.1723283236921,61.616392362811894,62.04261016845703,10133,0.0,0.0
2024-02-16 00:00:00+01:00,62.45956900996762,62.95990643895207,61.90362596601255,62.681941986083984,2466,0.0,0.0
2024-02-19 00:00:00+01:00,62.48736264272744,62.68193987391133,62.274250207177914,62.672672271728516,1751,0.0,0.0
2024-02-20 00:00:00+01:00,62.36690861653006,62.459570505480876,61.79244449204889,61.93142318725586,653,0.0,0.0
2024-02-21 00:00:00+01:00,62.88578720073442,63.571441338156006,62.515160858927516,63.19154739379883,5445,0.0,0.0
2024-02-22 00:00:00+01:00,65.8137171780715,66.9348566810954,65.47089366098955,66.26773071289062,8951,0.0,0.0
2024-02-23 00:00:00+01:00,66.49011037531,67.37960930488927,66.15654739307914,66.87926483154297,3900,0.0,0.0
2024-02-26 00:00:00+01:00,66.26772945253214,66.43451094141128,65.78592018971962,66.00829315185547,1157,0.0,0.0
2024-02-27 00:00:00+01:00,66.54570677188579,67.18503704663954,66.54570677188579,67.08311462402344,4589,0.0,0.0
2024-02-28 00:00:00+01:00,67.1757655671581,68.07453211338996,67.1757655671581,67.86141967773438,2921,0.0,0.0
2024-02-29 00:00:00+01:00,68.45442152691555,68.65826636798653,68.2042528113981,68.3061752319336,4312,0.0,0.0
2024-03-01 00:00:00+01:00,68.3061736326851,69.49217224121094,68.3061736326851,69.49217224121094,2507,0.0,0.0
2024-03-04 00:00:00+01:00,68.4822222169622,68.82504573988155,68.15791976031738,68.29690551757812,3442,0.0,0.0
2024-03-05 00:00:00+01:00,68.22277698723626,68.29690366497915,67.35181326563897,68.32469940185547,1250,0.0,0.0
2024-03-06 00:00:00+01:00,68.00040443513178,68.46368557016831,67.62977811328075,67.63904571533203,591,0.0,0.0
2024-03-07 00:00:00+01:00,66.53643574931755,67.29621654397101,66.27699943930553,67.17576599121094,1944,0.0,0.0
2024-03-08 00:00:00+01:00,66.95339426315824,67.68537933376258,66.95339426315824,67.4352035522461,299,0.0,0.0
2024-03-11 00:00:00+01:00,66.71248458932831,67.13870239257812,66.71248458932831,67.13870239257812,2327,0.0,0.0
2024-03-12 00:00:00+01:00,67.2962171442592,68.10232888822365,67.0182526963851,68.00967407226562,520,0.0,0.0
2024-03-13 00:00:00+01:00,67.39814103496558,67.62978161447587,67.18503566051741,67.2591552734375,973,0.0,0.0
2024-03-14 00:00:00+01:00,67.24062399282386,67.63904605371283,67.12943397497955,67.31475067138672,1423,0.0,0.0
2024-03-15 00:00:00+01:00,67.296218468965,68.57487898932757,67.296218468965,67.90775299072266,1515,0.0,0.0
2024-03-18 00:00:00+01:00,68.10232888822365,68.49148335671298,67.82435737124024,68.00967407226562,1058,0.0,0.0
2024-03-19 00:00:00+01:00,68.24131923621931,68.74166375897406,68.21352349647347,68.5378189086914,1913,0.0,0.0
2024-03-20 00:00:00+01:00,68.43589075571029,68.43589075571029,68.10232776845848,68.2227783203125,716,0.0,0.0
2024-03-21 00:00:00+01:00,69.01962196637658,69.01962196637658,68.21351731041068,68.07453155517578,809,0.0,0.0
2024-03-22 00:00:00+01:00,67.99114093310925,68.07453521838144,67.82435943167442,68.09306335449219,254,0.0,0.0
2024-03-25 00:00:00+01:00,67.96334072483637,68.28763610376889,67.96334072483637,68.25057983398438,655,0.0,0.0
2024-03-26 00:00:00+01:00,68.21352283957812,68.21352283957812,67.8799598276205,68.06526947021484,105,0.0,0.0
2024-03-27 00:00:00+01:00,67.63904641185465,68.32470051941877,67.63904641185465,68.1115951538086,1711,0.0,0.0
2024-03-28 00:00:00+01:00,68.29690994936134,68.65826870022227,68.26911420992738,68.42662811279297,1488,0.0,0.0
2024-04-02 00:00:00+02:00,68.65826558990648,68.75092040685885,68.00967480213039,68.19498443603516,1666,0.0,0.0
2024-04-03 00:00:00+02:00,67.80583303506879,68.5656138790725,67.80583303506879,68.42662811279297,1936,0.0,0.0
2024-04-04 00:00:00+02:00,68.84358528426834,70.04811209520645,68.84358528426834,69.83500671386719,4625,0.0,0.0
2024-04-05 00:00:00+02:00,68.3802996314814,69.2512633745631,68.3802996314814,69.01962280273438,1754,0.0,0.0
2024-04-08 00:00:00+02:00,69.1678801269934,71.74372230233394,69.1678801269934,70.88201904296875,5869,0.0,0.0
2024-04-09 00:00:00+02:00,70.90054650922143,71.10439135324705,70.32608238781421,70.40946960449219,2012,0.0,0.0
2024-04-10 00:00:00+02:00,71.5491398684565,71.62326654689963,70.04810644097445,70.27974700927734,2046,0.0,0.0
2024-04-11 00:00:00+02:00,69.79794409117436,70.41873917414958,69.79794409117436,70.02031707763672,5371,0.0,0.0
2024-04-12 00:00:00+02:00,70.71523843855718,70.79863272619392,69.38098638924733,69.58483123779297,1056,0.0,0.0
